,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Unnamed: 0,Unnamed: 0.1
106,400-45-1220,B,Abuja,Normal,Female,Health and beauty,4860.0,10,2430.0,51030.0,2/27/2019,11:06,Card,48600.0,4.761904762,2430.0,4.8,,
107,115-99-4379,B,Abuja,Member,Female,Fashion accessories,19702.8,7,6895.98,144815.58,3/14/2019,19:02,Card,137919.6,4.761904762,6895.98,8.5,,
108,565-67-6697,B,Abuja,Member,Male,Home and lifestyle,9720.0,9,4374.0,91854.0,3/2/2019,14:16,Cash,87480.0,4.761904762,4374.0,4.8,,
109,889-04-9723,B,Abuja,Member,Female,Food and beverages,32090.4,4,6418.08,134779.68000000002,1/7/2019,12:20,Card,128361.6,4.761904762,6418.08,7.8,,
110,453-63-6187,B,Abuja,Normal,Male,Electronic accessories,9900.0,3,1485.0,31185.0,3/1/2019,15:40,Epay,29700.0,4.761904762,1485.0,6.5,,
111,578-80-7669,B,Abuja,Normal,Male,Sports and travel,26989.2,1,1349.46,28338.660000000003,3/16/2019,16:58,Cash,26989.2,4.761904762,1349.46,5.6,,
112,201-86-2184,B,Abuja,Member,Female,Electronic accessories,9453.6,7,3308.76,69483.95999999999,2/2/2019,19:40,Cash,66175.2,4.761904762,3308.76,9.9,,
113,261-12-8671,B,Abuja,Normal,Female,Fashion accessories,21945.6,2,2194.56,46085.76,1/25/2019,19:39,Card,43891.2,4.761904762,2194.56,4.9,,
114,843-01-4703,B,Abuja,Member,Female,Home and lifestyle,12736.8,9,5731.56,120362.76,1/5/2019,19:50,Card,114631.2,4.761904762,5731.56,9.6,,
115,182-69-8360,B,Abuja,Normal,Female,Electronic accessories,8514.0,4,1702.8000000000004,35758.8,1/30/2019,13:32,Card,34056.0,4.761904762,1702.8000000000004,4.0,,
116,868-52-7573,B,Abuja,Normal,Female,Food and beverages,35888.4,5,8972.1,188414.1,1/14/2019,12:09,Cash,179442.0,4.761904762,8972.1,9.9,,
117,525-88-7307,B,Abuja,Member,Male,Sports and travel,27295.2,1,1364.7600000000002,28659.960000000006,1/31/2019,13:19,Cash,27295.2,4.761904762,1364.7600000000002,5.8,,
118,596-42-3999,B,Abuja,Normal,Male,Food and beverages,6559.2,7,2295.7200000000007,48210.12,3/10/2019,14:04,Card,45914.4,4.761904762,2295.7200000000007,6.6,,
119,173-82-9529,B,Abuja,Normal,Female,Fashion accessories,13662.000000000002,10,6831.000000000001,143451.0,1/26/2019,14:51,Cash,136620.0,4.761904762,6831.000000000001,9.7,,
120,760-54-1821,B,Abuja,Normal,Male,Home and lifestyle,4892.4,9,2201.58,46233.18,3/15/2019,10:26,Cash,44031.6,4.761904762,2201.58,5.8,,
121,793-10-3222,B,Abuja,Member,Female,Health and beauty,14781.6,6,4434.48,93124.08,3/5/2019,13:30,Card,88689.6,4.761904762,4434.48,8.3,,
122,346-12-3257,B,Abuja,Member,Male,Electronic accessories,6926.4,9,3116.88,65454.48,3/4/2019,16:28,Cash,62337.6,4.761904762,3116.88,8.0,,
123,831-64-0259,B,Abuja,Normal,Female,Fashion accessories,14310.0,5,3577.5,75127.5,2/22/2019,10:43,Epay,71550.0,4.761904762,3577.5,9.6,,
124,725-32-9708,B,Abuja,Member,Female,Fashion accessories,24735.6,4,4947.12,103889.52,1/4/2019,19:01,Cash,98942.4,4.761904762,4947.12,4.1,,
125,244-08-0162,B,Abuja,Normal,Female,Health and beauty,12315.6,10,6157.8,129313.8,1/2/2019,13:00,Cash,123156.0,4.761904762,6157.8,5.1,,
126,569-71-4390,B,Abuja,Normal,Male,Sports and travel,7873.200000000002,2,787.3199999999998,16533.72,1/25/2019,14:29,Epay,15746.4,4.761904762,787.3199999999998,6.9,,
127,268-03-6164,B,Abuja,Normal,Male,Health and beauty,34599.6,1,1729.98,36329.58,1/25/2019,16:28,Epay,34599.6,4.761904762,1729.98,7.8,,
128,848-07-1692,B,Abuja,Normal,Female,Health and beauty,20599.2,2,2059.92,43258.32,1/12/2019,17:13,Epay,41198.4,4.761904762,2059.92,8.3,,
129,301-81-8610,B,Abuja,Member,Male,Fashion accessories,9151.2,8,3660.48,76870.08,3/19/2019,19:42,Card,73209.6,4.761904762,3660.48,6.7,,
130,198-84-7132,B,Abuja,Member,Male,Fashion accessories,14619.6,9,6578.82,138155.22,1/2/2019,13:40,Cash,131576.4,4.761904762,6578.82,7.0,,
131,650-98-6268,B,Abuja,Member,Female,Food and beverages,7513.200000000002,3,1126.98,23666.58,3/20/2019,13:53,Card,22539.6,4.761904762,1126.98,8.0,,
132,741-73-3559,B,Abuja,Normal,Male,Sports and travel,24217.2,5,6054.299999999998,127140.3,2/27/2019,17:27,Cash,121086.0,4.761904762,6054.299999999998,6.9,,
133,286-75-7818,B,Abuja,Normal,Male,Fashion accessories,24868.8,2,2486.88,52224.48,1/31/2019,19:48,Card,49737.6,4.761904762,2486.88,6.9,,
134,616-87-0016,B,Abuja,Normal,Male,Fashion accessories,34394.4,7,12038.04,252798.84,3/9/2019,14:36,Card,240760.8,4.761904762,12038.04,9.6,,
135,837-55-7229,B,Abuja,Normal,Female,Fashion accessories,17078.399999999998,1,853.92,17932.32,2/22/2019,18:19,Card,17078.399999999998,4.761904762,853.92,6.8,,
136,394-30-3170,B,Abuja,Member,Female,Sports and travel,31834.800000000007,8,12733.92,267412.32,3/22/2019,19:35,Card,254678.4,4.761904762,12733.92,4.3,,
137,390-80-5128,B,Abuja,Member,Female,Health and beauty,6893.999999999999,1,344.7,7238.700000000002,1/28/2019,17:58,Card,6893.999999999999,4.761904762,344.7,9.5,,
138,296-11-7041,B,Abuja,Member,Female,Health and beauty,9745.2,1,487.26,10232.46,1/12/2019,20:07,Card,9745.2,4.761904762,487.26,5.3,,
139,449-27-2918,B,Abuja,Member,Female,Sports and travel,14083.2,1,704.16,14787.36,3/26/2019,11:02,Card,14083.2,4.761904762,704.16,9.6,,
140,891-01-7034,B,Abuja,Normal,Female,Electronic accessories,26895.6,6,8068.68,169442.28,1/1/2019,19:07,Cash,161373.6,4.761904762,8068.68,6.7,,
141,744-09-5786,B,Abuja,Normal,Male,Electronic accessories,7923.6,6,2377.08,49918.67999999999,1/2/2019,18:50,Cash,47541.6,4.761904762,2377.08,7.6,,
142,767-54-1907,B,Abuja,Member,Female,Fashion accessories,10641.6,5,2660.4,55868.4,2/13/2019,16:59,Cash,53208.00000000001,4.761904762,2660.4,6.9,,
143,710-46-4433,B,Abuja,Member,Female,Food and beverages,27864.000000000004,9,12538.8,263314.8,2/15/2019,14:15,Card,250776.0,4.761904762,12538.8,4.5,,
144,533-33-5337,B,Abuja,Normal,Male,Electronic accessories,28580.4,10,14290.2,300094.2,2/7/2019,20:24,Cash,285804.0,4.761904762,14290.2,6.2,,
145,234-03-4040,B,Abuja,Member,Female,Food and beverages,26298.0,10,13149.0,276129.0,3/3/2019,12:25,Card,262980.0,4.761904762,13149.0,8.7,,
146,554-53-3790,B,Abuja,Normal,Male,Sports and travel,13327.2,6,3998.16,83961.36,3/22/2019,18:33,Cash,79963.2,4.761904762,3998.16,4.5,,
147,731-59-7531,B,Abuja,Member,Male,Health and beauty,26125.2,8,10450.08,219451.68,3/30/2019,17:58,Cash,209001.6,4.761904762,10450.08,4.6,,
148,701-69-8742,B,Abuja,Normal,Male,Sports and travel,12373.2,10,6186.5999999999985,129918.6,3/16/2019,10:11,Epay,123732.0,4.761904762,6186.5999999999985,6.7,,
149,305-18-3552,B,Abuja,Member,Male,Home and lifestyle,21736.8,10,10868.4,228236.4,2/12/2019,16:19,Cash,217368.0,4.761904762,10868.4,6.0,,
150,438-01-4015,B,Abuja,Member,Female,Sports and travel,17816.4,4,3563.28,74828.88,3/21/2019,15:25,Epay,71265.6,4.761904762,3563.28,6.6,,
151,709-58-4068,B,Abuja,Normal,Female,Fashion accessories,14792.4,10,7396.200000000002,155320.2,2/28/2019,14:42,Cash,147924.0,4.761904762,7396.200000000002,7.3,,
152,627-95-3243,B,Abuja,Member,Female,Home and lifestyle,27964.800000000007,9,12584.159999999998,264267.36,2/4/2019,13:21,Epay,251683.2,4.761904762,12584.159999999998,9.8,,
153,686-41-0932,B,Abuja,Normal,Female,Fashion accessories,12492.000000000002,2,1249.2,26233.2,3/13/2019,19:48,Epay,24984.000000000004,4.761904762,1249.2,8.2,,
154,608-04-3797,B,Abuja,Member,Female,Health and beauty,9115.2,8,3646.08,76567.68,3/5/2019,20:24,Epay,72921.6,4.761904762,3646.08,8.7,,
155,437-53-3084,B,Abuja,Normal,Male,Fashion accessories,35960.4,2,3596.0399999999995,75516.84,2/26/2019,11:48,Epay,71920.8,4.761904762,3596.0399999999995,7.1,,
156,632-32-4574,B,Abuja,Normal,Male,Sports and travel,27331.2,8,10932.48,229582.08,3/20/2019,14:14,Cash,218649.6,4.761904762,10932.48,5.5,,
157,401-18-8016,B,Abuja,Member,Female,Sports and travel,35326.8,1,1766.34,37093.14,1/21/2019,17:36,Cash,35326.8,4.761904762,1766.34,8.9,,
158,277-63-2961,B,Abuja,Member,Male,Sports and travel,26629.2,1,1331.46,27960.66,2/3/2019,15:53,Card,26629.2,4.761904762,1331.46,5.4,,
159,282-35-2475,B,Abuja,Normal,Female,Sports and travel,33591.6,2,3359.16,70542.36,3/25/2019,17:53,Cash,67183.2,4.761904762,3359.16,6.3,,
160,511-54-3087,B,Abuja,Normal,Male,Sports and travel,31842.0,1,1592.1,33434.1,2/25/2019,16:36,Card,31842.0,4.761904762,1592.1,9.5,,
